NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Dendê (cacho de coco)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Erva-mate (folha verde)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Ervilha (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Fava (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Feijão (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Figo
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Fumo (em folha)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Girassol (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Goiaba
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Guaraná (semente)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Juta (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Laranja
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Limão
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Linho (semente)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Maçã
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Malva (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Mamão
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Mamona (baga)
6,Município,Hectares,4505,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Mandioca
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Manga
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Maracujá
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Marmelo
6,Município,Hectares,50,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Melancia
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Melão
6,Município,Hectares,250,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Milho (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Noz (fruto seco)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Palmito
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Pera
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Pêssego
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Pimenta-do-reino
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Rami (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Sisal ou agave (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Soja (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Sorgo (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Tangerina
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Tomate
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Trigo (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Triticale (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Tungue (fruto seco)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Urucum (semente)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2023,Uva
6,Município,Hectares,7638,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Total
6,Município,Hectares,15,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Abacate
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Abacaxi*
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Açaí
6,Município,Hectares,...,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Alfafa fenada
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Algodão arbóreo (em caroço)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Algodão herbáceo (em caroço)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Alho
6,Município,Hectares,2000,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Amendoim (em casca)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Arroz (em casca)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Aveia (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Azeitona
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Banana (cacho)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Batata-doce
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Batata-inglesa
6,Município,Hectares,162,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Borracha (látex coagulado)
6,Município,Hectares,...,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Borracha (látex líquido)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Cacau (em amêndoa)
6,Município,Hectares,6,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Café (em grão) Total
6,Município,Hectares,6,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Café (em grão) Arábica
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Café (em grão) Canephora
6,Município,Hectares,...,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Caju
6,Município,Hectares,1200,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Cana-de-açúcar
6,Município,Hectares,...,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Cana para forragem
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Caqui
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Castanha de caju
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Cebola
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Centeio (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Cevada (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Chá-da-índia (folha verde)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Coco-da-baía*
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Dendê (cacho de coco)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Erva-mate (folha verde)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Ervilha (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Fava (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Feijão (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Figo
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Fumo (em folha)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Girassol (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Goiaba
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Guaraná (semente)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Juta (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Laranja
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Limão
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Linho (semente)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Maçã
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Malva (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Mamão
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Mamona (baga)
6,Município,Hectares,4005,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Mandioca
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Manga
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Maracujá
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Marmelo
6,Município,Hectares,50,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Melancia
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Melão
6,Município,Hectares,200,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Milho (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Noz (fruto seco)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Palmito
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Pera
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Pêssego
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Pimenta-do-reino
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Rami (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Sisal ou agave (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Soja (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Sorgo (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Tangerina
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Tomate
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Trigo (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Triticale (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Tungue (fruto seco)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Urucum (semente)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área plantada ou destinada à colheita,2024,Uva
6,Município,Hectares,9592,3503356,Arco-Íris (SP),Área colhida,2016,Total
6,Município,Hectares,15,3503356,Arco-Íris (SP),Área colhida,2016,Abacate
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Abacaxi*
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Açaí
6,Município,Hectares,...,3503356,Arco-Íris (SP),Área colhida,2016,Alfafa fenada
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Algodão arbóreo (em caroço)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Algodão herbáceo (em caroço)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Alho
6,Município,Hectares,1270,3503356,Arco-Íris (SP),Área colhida,2016,Amendoim (em casca)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Arroz (em casca)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Aveia (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Azeitona
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Banana (cacho)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Batata-doce
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Batata-inglesa
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Borracha (látex coagulado)
6,Município,Hectares,...,3503356,Arco-Íris (SP),Área colhida,2016,Borracha (látex líquido)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Cacau (em amêndoa)
6,Município,Hectares,51,3503356,Arco-Íris (SP),Área colhida,2016,Café (em grão) Total
6,Município,Hectares,51,3503356,Arco-Íris (SP),Área colhida,2016,Café (em grão) Arábica
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Café (em grão) Canephora
6,Município,Hectares,...,3503356,Arco-Íris (SP),Área colhida,2016,Caju
6,Município,Hectares,7402,3503356,Arco-Íris (SP),Área colhida,2016,Cana-de-açúcar
6,Município,Hectares,...,3503356,Arco-Íris (SP),Área colhida,2016,Cana para forragem
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Caqui
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Castanha de caju
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Cebola
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Centeio (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Cevada (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Chá-da-índia (folha verde)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Coco-da-baía*
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Dendê (cacho de coco)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Erva-mate (folha verde)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Ervilha (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Fava (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Feijão (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Figo
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Fumo (em folha)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Girassol (em grão)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Goiaba
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Guaraná (semente)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Juta (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Laranja
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Limão
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Linho (semente)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Maçã
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Malva (fibra)
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Mamão
6,Município,Hectares,-,3503356,Arco-Íris (SP),Área colhida,2016,Mamona (baga)
